nuclide,mass,uncertainty
147Pm,146.9151385,0.000002586
147Sm,146.9148979,0.000002589
147Eu,146.9167461,0.000003465
147Gd,146.9190944,0.000003252
147Tb,146.9240446,0.000012791
147Dy,146.9310915,0.000021213
147Ho,146.940056,0.00003
147Er,146.94949,0.00032
147Tm,146.960961,0.00032
148Cs,147.9492182,0.000618065
148Ba,147.93772,0.000090371
148La,147.9322289,0.000063387
148Ce,147.9244324,0.000031588
148Pr,147.922135,0.000027784
148Nd,147.9168933,0.000003045
148Pm,147.9174746,0.00000653
148Sm,147.9148227,0.000002594
148Eu,147.9180859,0.000010958
148Gd,147.9181145,0.000003013
148Tb,147.9242717,0.000014929
148Dy,147.9271498,0.00001136
148Ho,147.937718,0.000139
148Er,147.94455,0.00021
148Tm,147.95784,0.00043
148Yb,147.96742,0.00064
149Cs,148.95293,0.00021
149Ba,148.94258,0.00021
149La,148.934734,0.000338
149Ce,148.9283999,0.000104034
149Pr,148.9237177,0.000088161
149Nd,148.9201488,0.000003046
149Pm,148.9183342,0.000004464
149Sm,148.9171847,0.000002622
149Eu,148.9179312,0.000004667
149Gd,148.9193409,0.00000424
149Tb,148.9232459,0.000004598
149Dy,148.9273048,0.000009408
149Ho,148.9337748,0.000019757
149Er,148.942306,0.00003
149Tm,148.95272,0.00032
149Yb,148.96404,0.00054
150Cs,149.95817,0.00032
150Ba,149.94568,0.00043
150La,149.93877,0.00043
150Ce,149.9304089,0.00005133
150Pr,149.926673,0.00002812
150Nd,149.9208909,0.000003418
150Pm,149.9209836,0.000021629
150Sm,149.9172755,0.000002611
150Eu,149.9197018,0.000006975
150Gd,149.9186589,0.000006781
150Tb,149.9236597,0.000008111
150Dy,149.9255852,0.000005271
150Ho,149.9334962,0.000015225
150Er,149.9379138,0.000018466
150Tm,149.94996,0.00021
150Yb,149.95842,0.00043
150Lu,149.973228,0.00054
151Cs,150.96219,0.00054
151Ba,150.95081,0.00043
151La,150.94172,0.00043
151Ce,150.9339762,0.000110176
151Pr,150.9283186,0.000024776
151Nd,150.9238289,0.00000342
151Pm,150.921207,0.000005732
151Sm,150.9199324,0.000002612
151Eu,150.9198502,0.000002635
151Gd,150.9203485,0.000003944
151Tb,150.9231025,0.000004918
151Dy,150.9261846,0.000004315
151Ho,150.9316881,0.000012939
151Er,150.9374489,0.000017681
151Tm,150.9454835,0.000021741
151Yb,150.9554008,0.000322592
151Lu,150.967577,0.00043
152Ba,151.95427,0.00054
152La,151.94625,0.00043
152Ce,151.93654,0.00021
152Pr,151.9314992,0.000131506
152Nd,151.9246822,0.000026419
152Pm,151.9234968,0.000027929
152Sm,151.9197324,0.000002652
152Eu,151.9217445,0.000002636
152Gd,151.919791,0.000002697
152Tb,151.9240744,0.000043026
152Dy,151.9247183,0.000005561
152Ho,151.9317137,0.000014998
152Er,151.9350504,0.000011493
152Tm,151.944422,0.000079
152Yb,151.9502889,0.000223751
152Lu,151.96412,0.00021
153Ba,152.95961,0.00086
153La,152.94962,0.00064
153Ce,152.94058,0.00043
153Pr,152.9338389,0.000111297
153Nd,152.9276982,0.000029363
153Pm,152.9241169,0.000011913
153Sm,152.9220974,0.000002656
153Eu,152.9212303,0.000002637
153Gd,152.9217495,0.000002693
153Tb,152.9234346,0.000004821
153Dy,152.9257647,0.000004868
153Ho,152.9301988,0.000005962
153Er,152.9350635,0.000009476
153Tm,152.9420121,0.000019819
153Yb,152.94948,0.00021
153Lu,152.9587673,0.000224004
153Hf,152.97069,0.00054
154La,153.9545,0.00064
154Ce,153.94342,0.00054
154Pr,153.9375182,0.000162803
154Nd,153.9294773,0.000122393
154Pm,153.9264639,0.000048088
154Sm,153.9222093,0.000002735
154Eu,153.9229792,0.000002643
154Gd,153.9208656,0.000002688
154Tb,153.924678,0.000048704
154Dy,153.9244245,0.000008194
154Ho,153.9306016,0.000008999
154Er,153.9327831,0.000005871
154Tm,153.9415678,0.000015486
154Yb,153.9463939,0.000018559
154Lu,153.957522,0.000217
154Hf,153.96486,0.00054
155La,154.95835,0.00086
155Ce,154.94804,0.00064
155Pr,154.94012,0.00032
155Nd,154.932932,0.000164
155Pm,154.9281013,0.000032323
155Sm,154.9246402,0.00000275
155Eu,154.9228933,0.000002672
155Gd,154.922622,0.000002688
155Tb,154.9235052,0.000013016
155Dy,154.9257538,0.000012856
155Ho,154.9291035,0.000019205
155Er,154.9332089,0.000006999
155Tm,154.9391995,0.000014195
155Yb,154.9457823,0.000017847
155Lu,154.9543162,0.000021566
155Hf,154.96339,0.00043
155Ta,154.974592,0.00054
156Ce,155.95126,0.00064
156Pr,155.94427,0.00043
156Nd,155.9350181,0.000217858
156Pm,155.9310567,0.00003691
156Sm,155.9255279,0.000010228
156Eu,155.9247522,0.000006239
156Gd,155.9221227,0.000002688
156Tb,155.9247472,0.000004736
156Dy,155.9242831,0.000007073
156Ho,155.929839,0.000048
156Er,155.9310647,0.000026224
156Tm,155.9389799,0.000016901
156Yb,155.9428182,0.000012116
156Lu,155.9530325,0.000079074
156Hf,155.959364,0.000223788
156Ta,155.972303,0.00043
157Ce,156.95634,0.00075
157Pr,156.94743,0.00043
157Nd,156.93903,0.00021
157Pm,156.9330394,0.000120161
157Sm,156.9283587,0.00005398
157Eu,156.9254236,0.00000571
157Gd,156.9239601,0.000002689
157Tb,156.9240246,0.000002706
157Dy,156.9254661,0.000007162
157Ho,156.9282562,0.000026224
157Er,156.931916,0.00003
157Tm,156.936973,0.00003
157Yb,156.9426278,0.000010883
157Lu,156.9500983,0.000020056
157Hf,156.958396,0.00021
157Ta,156.9681924,0.000224031
158Pr,157.95198,0.00064
158Nd,157.9416,0.00043
158Pm,157.9365614,0.000136356
158Sm,157.9299913,0.000084072
158Eu,157.9278453,0.000082515
158Gd,157.9241039,0.000002689
158Tb,157.9254131,0.00000281
158Dy,157.9244095,0.000003647
158Ho,157.928941,0.000029219
158Er,157.9298935,0.000027074
158Tm,157.9369795,0.000027074
158Yb,157.9398656,0.000008806
158Lu,157.9493133,0.000016251
158Hf,157.9547994,0.000018787
158Ta,157.966699,0.000217
158W,157.974562,0.00054
159Pr,158.9555,0.00075
159Nd,158.94609,0.00054
159Pm,158.93897,0.00021
159Sm,158.9332113,0.000107641
159Eu,158.9290889,0.000007859
159Gd,158.9263887,0.000002692
159Tb,158.9253468,0.000002739
159Dy,158.9257392,0.000002931
159Ho,158.927712,0.00000411
159Er,158.9306841,0.000004637
159Tm,158.934975,0.00003
159Yb,158.9400501,0.000019706
159Lu,158.9466288,0.000040433
159Hf,158.9539949,0.000018076
159Ta,158.9630182,0.000022022
159W,158.972918,0.00043
160Nd,159.94909,0.00064
160Pm,159.94299,0.00032
160Sm,159.93514,0.00021
160Eu,159.931971,0.000215
160Gd,159.9270541,0.000002744
160Tb,159.9271676,0.000002742
160Dy,159.9251975,0.000002721
160Ho,159.9287295,0.000016331
160Er,159.9290833,0.000026224
160Tm,159.9352628,0.000036794
160Yb,159.9375523,0.000017721
160Lu,159.946033,0.000061
160Hf,159.9506844,0.000012434
160Ta,159.9614861,0.000095572
160W,159.9684788,0.000223843
160Re,159.982115,0.00043
161Nd,160.95388,0.00075
161Pm,160.94586,0.00054
161Sm,160.93883,0.00032
161Eu,160.93368,0.00032
161Gd,160.9296692,0.000002946
161Tb,160.9275699,0.000002795
161Dy,160.9269334,0.000002721
161Ho,160.9278548,0.000003458
161Er,160.9299953,0.000010095
161Tm,160.933549,0.00003
161Yb,160.9379017,0.000017168
161Lu,160.943572,0.00003
161Hf,160.9502748,0.000024193
161Ta,160.958417,0.000059
161W,160.967357,0.00021
161Re,160.9775891,0.000223915
162Pm,161.95029,0.00075
162Sm,161.94122,0.00054
162Eu,161.93704,0.00032
162Gd,161.9309848,0.000004916
162Tb,161.9294882,0.000039132
162Dy,161.9267984,0.000002721
162Ho,161.9290955,0.000004209
162Er,161.9287783,0.000003721
162Tm,161.9339947,0.000028209
162Yb,161.9357682,0.000017168
162Lu,161.9432773,0.000080554
162Hf,161.9472105,0.000010304
162Ta,161.9572919,0.000056083
162W,161.9634974,0.000019012
162Re,161.976002,0.000217
162Os,161.984431,0.00054
163Pm,162.95368,0.00086
163Sm,162.94536,0.00075
163Eu,162.93921,0.00054
163Gd,162.93399,0.00032
163Tb,162.9306475,0.000005083
163Dy,162.9287312,0.00000272
163Ho,162.9287339,0.00000272
163Er,162.9300327,0.000005628
163Tm,162.9326511,0.000006484
163Yb,162.9363343,0.000017168
163Lu,162.941179,0.00003
163Hf,162.947089,0.00003
163Ta,162.9543303,0.00004086
163W,162.9625235,0.000056639
163Re,162.9720805,0.000021413
163Os,162.98269,0.000433
164Sm,163.94828,0.00086
164Eu,163.94299,0.00064
164Gd,163.93586,0.00043
164Tb,163.9333508,0.000107388
164Dy,163.9291748,0.00000272
164Ho,163.9302335,0.000002977
164Er,163.9292002,0.000003295
164Tm,163.93356,0.00003
164Yb,163.9344894,0.000017168
164Lu,163.941339,0.00003
164Hf,163.9443673,0.000021903
164Ta,163.953534,0.00003
164W,163.9589544,0.000012621
164Re,163.970323,0.000171
164Os,163.9780356,0.000223931
164Ir,163.992201,0.000443
165Sm,164.95298,0.00097
165Eu,164.94572,0.00075
165Gd,164.93938,0.00054
165Tb,164.93488,0.00021
165Dy,164.9317033,0.000002721
165Ho,164.9303221,0.00000271
165Er,164.930726,0.000003307
165Tm,164.9324355,0.000003562
165Yb,164.935279,0.00003
165Lu,164.9394067,0.000028491
165Hf,164.944567,0.00003
165Ta,164.9507725,0.000018648
165W,164.9582799,0.000026813
165Re,164.9670886,0.000029742
165Os,164.976762,0.000217
165Ir,164.98752,0.00023
166Eu,165.94997,0.00086
166Gd,165.9416,0.00064
166Tb,165.937992,0.000107389
166Dy,165.9328067,0.000002755
166Ho,165.9322842,0.00000271
166Er,165.9302931,0.000002698
166Tm,165.9335541,0.000012686
166Yb,165.933882,0.00000887
166Lu,165.939859,0.000032
166Hf,165.94218,0.00003
166Ta,165.950512,0.00003
166W,165.9550273,0.000011163
166Re,165.965808,0.000094
166Os,165.9726908,0.000019577
166Ir,165.985824,0.000217
166Pt,165.994855,0.00054
167Eu,166.95321,0.00086
167Gd,166.94557,0.00064
167Tb,166.94005,0.00043
167Dy,166.9356555,0.000064703
167Ho,166.9331326,0.000006128
167Er,166.9320482,0.000002696
167Tm,166.9328516,0.00000287
167Yb,166.9349496,0.000004968
167Lu,166.93827,0.000034
167Hf,166.9426,0.00003
167Ta,166.948093,0.00003
167W,166.954816,0.00002068
167Re,166.962601,0.000056
167Os,166.971548,0.000078033
167Ir,166.9816652,0.000020341
167Pt,166.992979,0.000437
168Gd,167.94836,0.00075
168Tb,167.94364,0.00054
168Dy,167.9371288,0.000150325
168Ho,167.9355157,0.000032319
168Er,167.9323702,0.000002697
168Tm,167.9341728,0.000003109
168Yb,167.9338969,0.000004713
168Lu,167.9387391,0.000050403
168Hf,167.940568,0.00003
168Ta,167.948047,0.00003
168W,167.9518084,0.000017481
168Re,167.9615726,0.000033087
168Os,167.9678037,0.000012993
168Ir,167.979881,0.000163
168Pt,167.9881507,0.000224147
169Gd,168.95287,0.00086
169Tb,168.94622,0.00064
169Dy,168.9403076,0.000322791
169Ho,168.9368723,0.000021673
169Er,168.9345904,0.000002701
169Tm,168.9342133,0.000002658
169Yb,168.9351898,0.000004713
169Lu,168.9376514,0.000005708
169Hf,168.941259,0.00003
169Ta,168.946011,0.00003
169W,168.9517788,0.000016571
169Re,168.9587911,0.000030168
169Os,168.9670193,0.00002705
169Ir,168.9762949,0.000028411
169Pt,168.986715,0.000217
169Au,168.99808,0.00032
170Tb,169.95025,0.00075
170Dy,169.94239,0.00021
170Ho,169.9396189,0.000053758
170Er,169.9354643,0.000002957
170Tm,169.9358014,0.000002658
170Yb,169.9347618,0.000002628
170Lu,169.938475,0.000018271
170Hf,169.939609,0.00003
170Ta,169.946175,0.00003
170W,169.9492285,0.000016239
170Re,169.9582201,0.000027692
170Os,169.963577,0.000011701
170Ir,169.974965,0.000109
170Pt,169.9824953,0.000020034
170Au,169.996122,0.000218
171Tb,170.9533,0.00086
171Dy,170.9462,0.00032
171Ho,170.9414652,0.000644133
171Er,170.9380298,0.000002966
171Tm,170.9364294,0.000002774
171Yb,170.9363258,0.000002576
171Lu,170.9379131,0.00000297
171Hf,170.940492,0.000031
171Ta,170.944476,0.00003
171W,170.949451,0.00003
171Re,170.955716,0.00003
171Os,170.9631848,0.000020123
171Ir,170.971626,0.000042425
171Pt,170.9812445,0.000094712
171Au,170.9918789,0.000027529
171Hg,171.00376,0.00032
172Dy,171.94876,0.00043
172Ho,171.94482,0.00043
172Er,171.9393561,0.000004957
172Tm,171.9384,0.000006409
172Yb,171.9363815,0.000002574
172Lu,171.9390857,0.000003197
172Hf,171.9394483,0.000026224
172Ta,171.944895,0.00003
172W,171.947292,0.00003
172Re,171.955423,0.000057948
172Os,171.9600233,0.000015658
172Ir,171.970456,0.000112
172Pt,171.9773471,0.000013717
172Au,171.990035,0.000171
172Hg,171.9988327,0.000224535
173Dy,172.953,0.00054
173Ho,172.94729,0.00043
173Er,172.9424,0.00021
173Tm,172.9396036,0.00000547
173Yb,172.9382108,0.000002563
173Lu,172.9389306,0.000002598
173Hf,172.940513,0.00003
173Ta,172.94375,0.00003
173W,172.947689,0.00003
173Re,172.953243,0.00003
173Os,172.9598084,0.000016059
173Ir,172.9675017,0.0000147
173Pt,172.9764448,0.000060108
173Au,172.9862374,0.000027917
173Hg,172.997242,0.000224
174Ho,173.95115,0.00054
174Er,173.94423,0.00032
174Tm,173.9421686,0.000048078
174Yb,173.9388621,0.000002563
174Lu,173.9403375,0.000002581
174Hf,173.9400462,0.000003012
174Ta,173.944454,0.00003
174W,173.946079,0.00003
174Re,173.953115,0.00003
174Os,173.9570622,0.000011957
174Ir,173.966861,0.0000297
174Pt,173.9728188,0.000012691
174Au,173.984761,0.000109
174Hg,173.9928637,0.000021047
175Ho,174.95405,0.00064
175Er,174.94777,0.00043
175Tm,174.9438369,0.000053738
175Yb,174.9412765,0.000002563
175Lu,174.9407718,0.000002347
175Hf,174.9415092,0.000003032
175Ta,174.943737,0.00003
175W,174.946717,0.00003
175Re,174.951381,0.00003
175Os,174.9569458,0.000014509
175Ir,174.9641129,0.000021209
175Pt,174.9724206,0.000020274
175Au,174.9812741,0.000045513
175Hg,174.9914233,0.000108865
176Er,175.95008,0.00043
176Tm,175.9469947,0.000107389
176Yb,175.9425717,0.00000276
176Lu,175.9426863,0.000002344
176Hf,175.9414086,0.000002379
176Ta,175.944857,0.000033
176W,175.945634,0.00003
176Re,175.951623,0.00003
176Os,175.954806,0.00003
176Ir,175.9636487,0.000021836
176Pt,175.9689446,0.000015489
176Au,175.980099,0.000113
176Hg,175.9873546,0.000015218
176Tl,176.00059,0.00021
177Er,176.95405,0.00054
177Tm,176.94904,0.00032
177Yb,176.9452608,0.00000277
177Lu,176.9437581,0.000002345
177Hf,176.9432207,0.000002304
177Ta,176.9444724,0.00000396
177W,176.946643,0.00003
177Re,176.950328,0.00003
177Os,176.9549653,0.000016873
177Ir,176.9613015,0.000021213
177Pt,176.9684695,0.00001609
177Au,176.9768649,0.000013814
177Hg,176.9862792,0.000080586
177Tl,176.9964273,0.000026837
178Tm,177.95264,0.00043
178Yb,177.9466467,0.000011084
178Lu,177.9459546,0.000003101
178Hf,177.9436988,0.000002301
178Ta,177.9457782,0.000016266
178W,177.9458762,0.000016407
178Re,177.950989,0.00003
178Os,177.9532512,0.000017644
178Ir,177.961082,0.000021213
178Pt,177.9656487,0.000011619
178Au,177.9760319,0.000061346
178Hg,177.9824831,0.000013825
178Tl,177.994897,0.000122
178Pb,178.0038302,0.000026065
179Tm,178.95534,0.00054
179Yb,178.95017,0.00032
179Lu,178.9473274,0.000005859
179Hf,178.9458161,0.000002301
179Ta,178.9459295,0.000002332
179W,178.9470704,0.000016646
179Re,178.9499876,0.000026224
179Os,178.953816,0.000019405
179Ir,178.9591223,0.0000117
179Pt,178.9653634,0.00000976
179Au,178.9732128,0.000017766
179Hg,178.9818339,0.000029315
179Tl,178.9910891,0.000046355
179Pb,179.00215,0.00021
180Yb,179.95233,0.00043
180Lu,179.9498812,0.000075946
180Hf,179.94655,0.000002304
180Ta,179.9474648,0.000002379
180W,179.9467045,0.000004219
180Re,179.9507891,0.000022965
180Os,179.9523788,0.000021794
180Ir,179.9592294,0.000023302
180Pt,179.9630315,0.000011784
180Au,179.9725211,0.000022554
180Hg,179.9782664,0.000014994
180Tl,179.989906,0.000125
180Pb,179.9979182,0.000022424
181Yb,180.95615,0.00043
181Lu,180.95197,0.00032
181Hf,180.9491012,0.000002305
181Ta,180.9479958,0.000001924
181W,180.9481972,0.000005082
181Re,180.9500679,0.000013503
181Os,180.953244,0.000034
181Ir,180.9576253,0.000027512
181Pt,180.9630973,0.000015956
181Au,180.970079,0.000021445
181Hg,180.9778193,0.000016513
181Tl,180.9862574,0.000010045
181Pb,180.996624,0.000096826
182Lu,181.95504,0.00021
182Hf,181.9505541,0.000006841
182Ta,181.9501518,0.000001925
182W,181.9482042,0.000000889
182Re,181.9512101,0.000109484
182Os,181.9521102,0.000023344
182Ir,181.9580763,0.000022509
182Pt,181.9611707,0.000016769
182Au,181.9696179,0.000021749
182Hg,181.97469,0.000010428
182Tl,181.9856671,0.000081514
182Pb,181.9926718,0.000015037
183Lu,182.95757,0.00032
183Hf,182.9535304,0.000032264
183Ta,182.9513726,0.000001937
183W,182.950223,0.000000884
183Re,182.9508198,0.000008633
183Os,182.9531261,0.000053459
183Ir,182.9568465,0.000026962
183Pt,182.9615967,0.000016739
183Au,182.967593,0.000011263
183Hg,182.9744498,0.000008803
183Tl,182.9821928,0.000010466
183Pb,182.9918746,0.000030263
184Lu,183.96091,0.00043
184Hf,183.9554465,0.000042628
184Ta,183.954008,0.000027927
184W,183.9509312,0.000000922
184Re,183.9525208,0.00000465
184Os,183.9524891,0.000001399
184Ir,183.957476,0.00003
184Pt,183.9599223,0.000019459
184Au,183.9674515,0.000023912
184Hg,183.9717131,0.000010805
184Tl,183.9818731,0.000052944
184Pb,183.9881423,0.000015347
184Bi,184.001124,0.000136
185Hf,184.95882,0.00021
185Ta,184.9555594,0.000015213
185W,184.9534193,0.00000097
185Re,184.952955,0.00000128
185Os,184.9540423,0.000001367
185Ir,184.956698,0.00003
185Pt,184.960619,0.000044
185Au,184.9657894,0.000027942
185Hg,184.9718991,0.000016678
185Tl,184.9787913,0.000057842
185Pb,184.9876099,0.000017364
185Bi,184.997625,0.000057
186Hf,185.96089,0.00032
186Ta,185.958552,0.00006444
186W,185.9543641,0.000001877
186Re,185.9549861,0.00000129
186Os,185.9538382,0.000001481
186Ir,185.9579461,0.00001774
186Pt,185.9593508,0.000023344
186Au,185.9659527,0.000022509
186Hg,185.9693618,0.000012074
186Tl,185.978325,0.000198
186Pb,185.9842389,0.000012129
186Bi,185.9965976,0.000082526
187Hf,186.96459,0.00043
187Ta,186.96053,0.00021
187W,186.9571605,0.000001876
187Re,186.9557531,0.000001513
187Os,186.9557505,0.000001513
187Ir,186.9573634,0.000006616
187Pt,186.960587,0.00003
187Au,186.9645675,0.000026962
187Hg,186.9698142,0.000014947
187Tl,186.9759059,0.000008702
187Pb,186.9839184,0.000008895
187Bi,186.9931578,0.000016483
188Hf,187.96685,0.00054
188Ta,187.9637,0.00021
188W,187.9584891,0.00000356
188Re,187.9581144,0.000001518
188Os,187.9558382,0.000001518
188Ir,187.9588531,0.000007508
188Pt,187.9593954,0.00000578
188Au,187.9653237,0.000021886
188Hg,187.967577,0.000012379
188Tl,187.9760098,0.000035007
188Pb,187.9808743,0.000011407
188Bi,187.9922652,0.000053474
188Po,187.999422,0.000020847
189Ta,188.96583,0.00032
189W,188.9619129,0.000214893
189Re,188.959229,0.000008906
189Os,188.9581475,0.000001572
189Ir,188.9587189,0.00001368
189Pt,188.9608337,0.000011997
189Au,188.9639483,0.000021558
189Hg,188.96819,0.000035869
189Tl,188.9735884,0.000011692
189Pb,188.980807,0.000037
189Bi,188.989199,0.000057921
189Po,188.9984806,0.000023681
190Ta,189.96923,0.00043
190W,189.9631814,0.000176971
190Re,189.961818,0.000160224
190Os,189.958447,0.00000158
190Ir,189.960546,0.000001841
190Pt,189.9599317,0.000006124
190Au,189.9647003,0.000017228
190Hg,189.9663224,0.000017089
190Tl,189.9738771,0.000053072
190Pb,189.9780815,0.000013032
190Bi,189.9882951,0.000198072
190Po,189.9951012,0.000014396
191W,190.9666,0.00021
191Re,190.9631252,0.00001108
191Os,190.9609297,0.000001582
191Ir,190.960594,0.00000179
191Pt,190.9616767,0.000004688
191Au,190.9637042,0.000039755
191Hg,190.9671571,0.000024251
191Tl,190.9717862,0.000008126
191Pb,190.978265,0.000042
191Bi,190.9857861,0.000007976
191Po,190.9945745,0.000011813
192W,191.96817,0.00064
192Re,191.96596,0.00021
192Os,191.9614807,0.000002743
192Ir,191.962605,0.000001791
192Pt,191.961038,0.000002651
192Au,191.964813,0.000016974
192Hg,191.9656343,0.000016694
192Tl,191.972225,0.000034
192Pb,191.9757852,0.000013539
192Bi,191.985458,0.000035416
192Po,191.9913351,0.000012786
193Re,192.96747,0.00021
193Os,192.9641516,0.000002749
193Ir,192.9629264,0.000001795
193Pt,192.9629874,0.000001804
193Au,192.9641497,0.000011431
193Hg,192.9666654,0.000016508
193Tl,192.970672,0.000119
193Pb,192.9761732,0.000053222
193Bi,192.9829598,0.000010327
193Po,192.9910253,0.000037238
193At,192.9998431,0.000058278
194Re,193.97042,0.00032
194Os,193.9651821,0.000002801
194Ir,193.9650784,0.000001799
194Pt,193.9626803,0.000000948
194Au,193.9653653,0.000010953
194Hg,193.9654394,0.000013457
194Tl,193.9712,0.000145
194Pb,193.9740121,0.00001875
194Bi,193.982834,0.0000528
194Po,193.9881856,0.000013493
194At,193.9987251,0.000199282
195Os,194.9681267,0.000536775
195Ir,194.9659796,0.0000018
195Pt,194.9647911,0.00000094
195Au,194.9650346,0.000001427
195Hg,194.9667201,0.000024847
195Tl,194.9697743,0.00001481
195Pb,194.9745421,0.000025085
195Bi,194.9806507,0.000006
195Po,194.9881107,0.000042167
195At,194.9962681,0.000009721
195Rn,195.0054377,0.000054961
196Os,195.9696393,0.000043071
196Ir,195.9683965,0.000041246
196Pt,195.9649515,0.000000931
196Au,195.9665698,0.000003191
196Hg,195.9658326,0.000003158
196Tl,195.9704812,0.000013
196Pb,195.9727741,0.000015328
196Bi,195.9806665,0.000026224
196Po,195.9855346,0.000013932
196At,195.9957881,0.000064308
196Rn,196.0021152,0.000016148
197Ir,196.9696533,0.000021729
197Pt,196.9673402,0.000000891
197Au,196.9665687,0.000000646
197Hg,196.9672129,0.000003438
197Tl,196.9695745,0.000017503
197Pb,196.9734311,0.000006001
197Bi,196.9788645,0.00000906
197Po,196.9856596,0.000053403
197At,196.9931892,0.000054661
197Rn,197.0015844,0.000065329
198Ir,197.97228,0.00021
198Pt,197.9678928,0.000003341
198Au,197.9682423,0.000000639
198Hg,197.966769,0.000000362
198Tl,197.9704835,0.000085884
198Pb,197.972034,0.00001565
198Bi,197.979206,0.00003
198Po,197.9833886,0.000018723
198At,197.9928372,0.000052854
198Rn,197.9986787,0.000014053
199Ir,198.9738046,0.000044141
199Pt,198.9705931,0.000003384
199Au,198.9687652,0.000000648
199Hg,198.9682799,0.000000392
199Tl,198.969877,0.00003
199Pb,198.9729167,0.000028366
199Bi,198.977672,0.000012717
199Po,198.9836661,0.00002518
199At,198.9905323,0.000054011
199Rn,198.9983703,0.000068259
199Fr,199.0072581,0.000044889
200Pt,199.9714407,0.000021729
200Au,199.9707256,0.000053406
200Hg,199.968326,0.000000406
200Tl,199.9709627,0.000006169
200Pb,199.9718267,0.000011742
200Bi,199.9781318,0.000025794
200Po,199.9817986,0.000015477
200At,199.9903513,0.000026267
200Rn,199.9956993,0.000014198
200Fr,200.0065725,0.000083766
201Pt,200.9745129,0.000053786
201Au,200.9716572,0.000003428
201Hg,200.9703023,0.000000638
201Tl,200.9708189,0.00001616
201Pb,200.9728845,0.000023998
201Bi,200.977009,0.000016275
201Po,200.9822598,0.000006278
201At,200.988417,0.000008893
201Rn,200.9956283,0.000075717
201Fr,201.0038609,0.00007661
202Pt,201.97574,0.00032
202Au,201.9738058,0.000178649
202Hg,201.970643,0.000000634
202Tl,201.9721058,0.000015839
202Pb,201.9721591,0.000008779
202Bi,201.9777423,0.000021886
202Po,201.9807575,0.000015756
202At,201.9886302,0.000030036
202Rn,201.9932635,0.000018832
202Fr,202.0033728,0.00005313
202Ra,202.0098907,0.000067201
203Au,202.9751545,0.000003283
203Hg,202.9728725,0.000001812
203Tl,202.9723442,0.000001365
203Pb,202.9733905,0.000007007
203Bi,202.976876,0.000023224
203Po,202.9814201,0.000027854
203At,202.986942,0.000012685
203Rn,202.9933867,0.000025299
203Fr,203.0009246,0.000017
203Ra,203.0092716,0.000086836
204Au,203.977724,0.000215
204Hg,203.9734939,0.000000364
204Tl,203.9738635,0.000001343
204Pb,203.9730436,0.000001335
204Bi,203.9778127,0.000027861
204Po,203.9803181,0.000011833
204At,203.9872513,0.000025742
204Rn,203.9914287,0.000015609
204Fr,204.0006532,0.000026401
204Ra,204.0064997,0.000016503
205Au,204.97987,0.00032
205Hg,204.9760734,0.000003912
205Tl,204.9744275,0.000001422
205Pb,204.9744818,0.000001332
205Bi,204.9773894,0.000007706
205Po,204.9812033,0.000021355
205At,204.9860745,0.00001617
205Rn,204.9917188,0.000054043
205Fr,204.998594,0.000008399
205Ra,205.0062686,0.000092813
206Hg,205.9775141,0.000021949
206Tl,205.9761103,0.00000147
206Pb,205.9744653,0.000001331
206Bi,205.9784991,0.000008353
206Po,205.9804811,0.000008889
206At,205.986667,0.000021976
206Rn,205.9902141,0.000015855
206Fr,205.9986661,0.00003027
206Ra,206.0038273,0.000019355
206Ac,206.014505,0.000075525
207Hg,206.9825885,0.000161139
207Tl,206.9774194,0.000005901
207Pb,206.9758969,0.000001334
207Bi,206.9784707,0.000002624
207Po,206.9815932,0.000007126
207At,206.9857835,0.000023076
207Rn,206.9907342,0.00002791
207Fr,206.9969494,0.000054435
207Ra,207.0037981,0.00005934
207Ac,207.0119497,0.000056304
208Hg,207.98594,0.00032
208Tl,207.9820187,0.000002136
208Pb,207.9766521,0.000001335
208Bi,207.9797422,0.000002527
208Po,207.9812457,0.000001934
208At,207.98659,0.000027764
208Rn,207.9896425,0.000011968
208Fr,207.9971388,0.000049957
208Ra,208.0018399,0.000016541
208Ac,208.0115516,0.000059818
209Hg,208.99104,0.00021
209Tl,208.985359,0.000008481
209Pb,208.9810901,0.000001946
209Bi,208.9803987,0.000001554
209Po,208.9824304,0.000001977
209At,208.9861731,0.000008011
209Rn,208.9904147,0.000021458
209Fr,208.9959536,0.0000157
209Ra,209.0019914,0.000054178
209Ac,209.0094949,0.00005433
209Th,209.0177157,0.000107217
210Hg,209.99451,0.00032
210Tl,209.9900737,0.000012493
210Pb,209.9841885,0.000001639
210Bi,209.9841204,0.000001552
210Po,209.9828737,0.000001333
210At,209.9871477,0.00000842
210Rn,209.9896962,0.000009187
210Fr,209.9964077,0.000023866
210Ra,210.000495,0.000016311
210Ac,210.009436,0.000061624
210Th,210.0150753,0.000026847
211Tl,210.993477,0.000215
211Pb,210.988737,0.000002856
211Bi,210.9872695,0.000005904
211Po,210.9866532,0.000001442
211At,210.9874963,0.000002974
211Rn,210.9906005,0.000007292
211Fr,210.9955365,0.000022652
211Ra,211.000898,0.000028172
211Ac,211.0077348,0.000076449
211Th,211.0149284,0.000080016
212Tl,211.998228,0.000322
212Pb,211.9918975,0.000002371
212Bi,211.9912857,0.000002136
212Po,211.988868,0.00000134
212At,211.9907448,0.000007744
212Rn,211.9907035,0.000003415
